FID	IID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
BLSA	745	0.158526437	0.288302369	0.43137793	0.204504825	0.263826471	0.974287101	0.225232544	-0.277880631	0.069516387	0.479893027	0.398737797	-0.467328327	-1.315945228	0.313558832	-0.069252616	0.465445726	0.89681745	0.364598681	0.059859736	0.799135949	0.295072547	0.491304036	0.19867263	-0.231618418	0.363717296
BLSA	827	0.208335562	0.111702073	-0.158683694	0.129556942	-0.309364844	0.852107307	0.074036891	0.080234362	-1.117376836	0.404344882	0.226168917	-0.864451458	-1.206906855	0.035520446	-0.503156031	0.26525128	0.387130012	-0.001511502	0.087227993	0.661514289	0.389688372	0.979367541	0.189923097	0.157452955	0.065588243
BLSA	1556	-0.036474065	0.047448464	-0.23288916	-0.14479125	-0.136324673	0.31290193	0.205125748	-0.22713719	-0.171663902	0.078161257	0.121317168	-0.195954267	0.471195518	-0.02218731	-0.089959455	0.1343172	-0.046597466	0.24442736	-0.115379711	0.266872358	-0.284629491	0.175629446	0.169345368	0.085144601	0.161347645
BLSA	1579	-0.077416891	-0.26816707	-0.254239082	-0.172884363	0.226026624	0.048198421	-0.245554392	-0.090601982	0.28406848	-0.133202724	-0.151174357	-0.068740877	0.372939675	-0.208132218	0.039725727	0.14924284	-0.343395332	-0.197988863	-0.110163421	0.019548815	-0.262768722	-0.117645018	-0.222756305	-0.088611465	-0.283737155
BLSA	1595	0.432949353	0.220092275	0.082366648	0.289654359	0.257498961	0.20175238	0.394088625	0.311733782	0.420660317	0.939083235	-0.081952133	0.192641854	-0.452467821	-1.738075105	NA	-0.0500318	0.676717066	0.215433339	0.350076769	0.04813002	0.439987315	-0.342598769	0.873185494	-0.72824938	0.254247098
BLSA	1603	0.359372382	0.054463116	-0.000309126	-0.082524546	0.182063568	-0.572343346	0.04651293	0.017632789	0.053242624	-0.104073067	0.054848052	0.150251006	0.069576408	0.157629767	0.348796467	-0.173228232	-0.274079756	-0.035017276	0.021314036	-0.46055085	-0.066587014	-0.609307676	-0.191592632	0.056666527	-0.00682038
BLSA	1640	-0.400442727	0.104663812	0.224472876	-0.222464235	-0.141494565	-0.066205756	0.164803797	0.070331547	-0.239916989	0.210100439	-0.022410545	0.022263389	1.040281436	0.066920823	0.000910305	-0.072256598	0.065062355	0.108633162	-0.073004136	-0.434737732	-0.183354816	-0.05305844	-0.023814867	0.13820864	0.023754158
BLSA	1775	0.03302528	-0.077577579	-0.459310635	0.650381892	-0.811018162	0.998711786	-0.597940145	-0.230375438	0.179841781	-0.129081218	-0.017836724	-0.506742227	-1.186992245	0.004558906	-0.397030759	0.010572187	0.193326833	-0.317469751	0.186649736	1.586178183	0.160738426	0.594031807	0.102340088	-0.184248871	0.083317131
BLSA	1802	0.158601334	-0.040053899	0.097642239	-0.008666071	0.138497873	-0.420677826	-0.197498652	0.043231977	0.57178444	-0.152931427	0.084656291	0.102861371	0.243338172	0.234859938	0.149970387	-0.14056272	-0.171892846	-0.083294598	0.004827835	-0.411732901	-0.064363367	-0.382230704	-0.23676449	0.069683651	-0.188521807
BLSA	1805	0.07872043	-0.228297991	-0.079117834	0.047509321	0.18299831	-0.939308048	-0.138023612	-0.092770142	0.331672414	-0.260966609	-0.130203136	0.274330156	0.379328566	0.131349377	0.40467141	-0.259270117	-0.359234715	-0.212840554	-5.22E-06	-0.440918088	-0.118919591	-0.659079893	-0.286840556	0.00392025	-0.098631812
BLSA	1838	-0.126032736	-0.108800084	-0.186688153	-0.185343467	-0.00745003	-0.258737788	-0.186937278	0.068414868	0.366439832	-0.004700247	-0.148450281	0.286768351	-0.073242326	-0.064176746	-0.017629989	-0.146874351	-0.111599684	-0.101041444	-0.062217967	0.013278473	-0.089951729	0.195217205	-0.017298187	0.285274311	-0.033739059
BLSA	1839	0.102869413	-0.169130136	0.164889265	-0.099840091	0.284868766	-0.475264048	-0.068050038	0.050544329	0.527227368	-0.291388007	0.039043936	0.685459523	0.091135306	0.56381428	0.094971259	0.128183738	-0.44565	0.004286913	0.040241126	-0.098501409	-0.048057955	-0.206817206	-0.335774672	0.149638185	0.077037405
BLSA	1840	-0.119680308	-0.055199838	0.0347915	0.031234776	0.179309805	0.108824402	-0.032277327	0.024316552	0.135756739	-0.295200478	-0.03367129	-0.001237262	0.010234988	0.520600948	0.122034352	-0.212377189	0.100953729	-0.159403062	0.010948207	-0.196784438	-0.116004594	-0.108228831	-0.15014953	-0.012554517	-0.098095036
