FID	IID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
BLSA	745	0.622791733	-0.47969521	0.078439463	0.404825189	0.469897146	0.020699592	0.493053486	0.484337726	0.374703537	-0.03030883	0.769528595	0.502902426	0.192084659	-0.551309348	0.281636623	-0.510643212	0.412631642	0.53815431	-0.682674019	0.552124304	0.381975249	0.000149549	-0.524438513	-0.297442032	0.489030282
BLSA	827	0.306433525	-0.587930255	0.670785054	-0.240060427	-0.096564963	-0.695294727	0.151724788	0.228138531	0.239776186	0.091614605	-0.141057705	-0.105072694	-0.289282724	-0.072086991	0.637106012	0.118318631	0.255630991	0.207177127	-1.082890449	-0.300550081	-0.028876704	0.298456875	0.09159929	0.472855925	0.241403066
BLSA	1556	0.085155063	-0.145898957	-0.217371641	-0.156060113	0.021709068	0.406539747	0.162871559	0.02054635	-0.392380678	-0.181149393	-0.015452135	-0.043752951	0.723882831	0.071549405	0.022410069	0.020757118	-0.024646659	-0.018845973	0.178334847	0.046352635	-0.116345745	0.204508698	0.680340494	0.174272705	0.179086851
BLSA	1579	-0.235106188	0.097899241	-0.065579832	-0.18210972	-0.312872551	0.12659151	-0.471239497	-0.143528035	-0.245497626	-0.326774581	0.010672684	-0.330006537	-0.164583446	0.157708841	0.025931957	-0.225106022	-0.019983504	-0.241254892	-0.096152103	-0.195747355	0.002860508	-0.227819191	0.149982707	0.038875721	-0.263178569
BLSA	1595	0.448960708	0.059172441	-0.172061055	0.225740912	0.235188058	0.521849421	-0.210706928	0.040878177	0.654699979	0.769607694	-1.283600714	-0.429901947	-0.207967908	-0.571544565	-0.136327154	0.419745285	-0.018534036	0.562459215	0.36534946	-0.45764229	-0.505881899	0.575176717	-0.55417581	-0.027379699	-0.709066548
BLSA	1603	-0.17000331	0.300232285	-0.129476092	0.061338219	-0.182554867	-0.060323776	0.010539036	-0.170474299	-0.050546096	0.052258198	0.329367744	-0.02678046	-0.116973322	0.183007926	-0.86760447	0.109645411	0.358511262	-0.167359636	0.419978736	-0.163324281	0.33997603	0.07382581	-0.691637274	-0.327771661	-0.114105541
BLSA	1640	0.034306302	-0.149988123	-0.086089143	-0.095933426	0.019571624	0.09833698	0.152665222	-0.019677043	0.04117893	0.104175921	-0.663510072	-0.015820018	0.313496265	0.144096234	0.741595464	0.183523699	-0.255403908	0.091245264	0.185065365	0.229524484	0.045760908	0.105019783	0.644130722	0.149485697	-0.145536006
BLSA	1775	0.091230984	0.004088668	-0.011125327	-0.111884268	-0.067706488	-0.381722111	0.10476366	-0.028607165	-0.115538887	0.103013231	0.267149852	-0.30723996	-0.384278864	-0.327691439	-0.369148995	0.241823666	0.301385128	0.08577406	-0.119758681	-0.397058112	-0.167775287	-0.126292142	-0.087140535	-0.799477599	-0.290317349
BLSA	1802	-0.052257975	0.142555535	0.011766394	0.144523915	0.042282513	0.359398512	-0.001562247	0.105822567	-0.130508097	-0.202252614	0.510421879	0.071096233	-0.150267681	-0.004909304	-0.438879137	-0.227713598	-0.154646053	-0.059571048	0.301175127	-0.020453251	0.242820201	-0.174267033	-0.355099453	-0.24057949	0.06396024
BLSA	1805	-0.259275301	0.463732472	-0.285377124	-0.042353677	-0.15042458	-0.066879508	-0.212845129	-0.166110516	-0.177563621	-0.088216814	0.747909634	0.021150896	-0.218667316	0.30841389	-0.86308821	-0.008315454	-0.106207613	-0.391810727	0.491569314	-0.124429937	0.56320912	-0.132273924	-0.856650539	-0.26175955	-0.060334348
BLSA	1838	0.064508167	-0.017569247	-0.423339905	0.047582802	0.005082139	0.044169818	-0.050687576	-0.050318544	-0.067022121	-0.135003551	0.395899762	0.122316648	-0.020417074	-0.206314519	-0.128099608	-0.129266142	-0.060192461	-0.150613507	-0.134403588	-0.103837606	0.18022403	-0.243781034	-0.338635536	-0.40026695	-0.163464034
BLSA	1839	-0.088861086	0.252586345	-0.346150486	0.06543797	0.038430893	0.056752473	-0.091271383	-0.06126819	-0.147963099	-0.08355709	0.675346916	0.224060822	-0.050906687	0.092739214	-0.457071952	0.223041061	-0.076303079	-0.024392448	0.077484463	0.176668006	0.159138295	-0.045660741	-0.76689963	0.019329059	0.388931195
BLSA	1840	-0.127484485	0.037914937	0.194521126	-0.065191299	-0.079282754	-0.225446835	-0.09233259	-0.031400931	-0.190461104	-0.13110731	0.582356237	0.001527724	-0.111639811	0.2587532	-0.083572	-0.148002355	0.069965054	-0.182030344	0.149389054	0.125855482	-0.126718552	-0.217367868	-0.243756836	0.213201963	0.005352702
BLSA	1883	-0.177666502	0.022609103	0.211385081	-0.106741108	-0.10941974	-0.39905767	-0.081042093	-0.208633099	-0.063401674	-0.167682077	0.049543241	-0.009056335	-0.036532969	-0.012408392	0.10687748	-0.179617652	-0.145615244	-0.149687722	-0.299462127	-0.001669545	-0.088767295	-0.142815344	0.251023271	0.287727478	0.138837268
BLSA	1889	-0.15289841	0.271184612	-0.028967509	0.162707904	-0.004204734	-0.207231925	-0.061184205	-0.061447482	-0.035676675	0.012743479	0.159744086	0.154142994	-0.098685935	0.17437184	-0.421928604	-0.179730633	0.073536956	-0.185400276	-0.030499271	0.145855398	0.085595733	-0.29573037	-0.135466351	-0.123426968	-0.007703003
BLSA	1924	-0.158085737	-0.044948833	-0.12015473	-0.151732917	-0.048135969	0.031970373	-0.142112381	-0.167909649	0.06743241	-0.133360195	0.122243555	-0.018514151	-0.185357048	-0.181298608	-0.101883047	-0.040190244	-0.405417898	-0.104243259	0.081285849	0.114385141	-0.336599457	0.047418558	-0.376403578	0.12670788	0.175802455
BLSA	1961	0.082177137	0.363792705	-0.116231847	0.069459786	0.020126112	0.136256029	-0.009985809	-0.008982015	0.052729505	0.029302538	0.138911038	0.058404299	0.092260639	0.364141376	-0.582945027	0.220623047	-0.039458918	-0.126031062	0.154788998	0.091778413	0.209383925	0.142093983	-0.439475865	0.185132696	0.08698466
BLSA	2000	-0.217607318	-0.096225005	-0.075652289	-0.074322888	-0.098025503	-0.108347217	0.048394792	-0.180847158	-0.184347109	0.026834676	-0.10000956	-0.043991959	0.093209992	0.009410534	0.190115356	0.055924254	0.354873123	-0.159079175	0.364142091	0.108707802	-0.058825632	-0.017956751	0.215187248	-0.168708698	-0.118767142
