FID	IID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
BLSA	745	1.317928083	-0.535983527	-0.015836895	1.757451319	-0.23589358	-0.235808293	0.666093041	1.436425467	0.090176704	-1.238926131	0.035383403	0.095291995	0.522217766	-0.146285877	0.307761194	0.165387387	0.531944022	1.063652157	0.421659079	0.571599661	0.270476032	0.372128094	0.293104941	-0.961623171	-0.272180048
BLSA	827	1.725696633	-0.915821462	0.136157454	1.066141859	0.175534341	0.715691347	-0.605092393	0.820188284	0.148520976	-0.936120481	0.160781193	0.057098612	0.18865884	0.666688691	0.11872306	0.024368937	0.091902757	0.281653202	0.123602014	0.332715466	0.249633648	0.191199107	-0.206856853	-0.906076661	0.165366771
BLSA	1556	-0.312361136	0.048806584	-0.112845823	0.209390768	-0.135909549	0.953293758	0.217026592	-0.276149394	0.221158411	0.353820188	-0.1634508	-0.362585868	-0.040798383	0.33031193	0.121614526	0.158935854	0.04932367	0.170920554	0.075204772	-0.147015983	0.169809167	-0.067843761	0.300338482	-0.681592957	0.183866358
BLSA	1579	-0.137924057	0.417990036	-0.231084517	0.016109147	-0.128503531	-0.443703737	0.065548474	0.50574017	-0.181923418	0.071590307	-0.479620879	-0.206633004	-0.241584283	0.106045035	-0.090690444	-0.265960685	-0.281157754	0.042735907	-0.219835938	-0.194595745	-0.260218029	-0.259282387	-0.407191266	0.54601568	-0.266065602
BLSA	1595	0.884262639	0.426387571	0.129331158	-0.864632221	0.270523421	-0.899011203	0.931521126	0.521886202	0.466668913	-0.646492986	0.472798598	0.658924624	0.687240251	0.314280252	1.03661705	-0.759515725	0.667404261	-0.542567858	NA	0.911980518	-0.840327904	0.733398784	-2.376269619	0.392637185	-1.451679777
BLSA	1603	-0.773768145	0.038397497	0.003893187	-0.843162136	-0.117523518	-0.177729761	-0.493626781	-0.185746873	-0.090330574	-0.164979699	0.021334707	0.016223347	-0.137866594	-0.612913437	-0.105100669	0.006473893	-0.152480356	-0.119025074	-0.053278255	-0.198746324	-0.01201342	-0.11938076	-0.037336441	1.063698028	0.003248705
BLSA	1640	-0.20376794	0.344005084	-0.030812223	-0.113466132	-0.004119638	0.441815007	0.01526478	-0.204244914	0.089407579	0.508765269	0.194680263	-0.297598241	-0.116218882	0.665479905	0.005807914	-0.063429176	0.091360829	0.213241415	0.11565067	0.014727973	0.157892725	0.033175174	-0.007771548	-0.424520783	-0.069010206
BLSA	1775	0.41715059	-0.485500949	-0.130788734	0.083314194	0.225259118	0.367707965	0.054569017	-0.120907731	-0.101845398	-0.168850629	0.174974972	0.485048189	0.070899339	-0.471521667	-0.117989654	-0.221757001	-0.047720489	-0.554260871	-0.018657758	0.014925916	-0.201312841	0.148996011	-0.114208185	-0.077024738	0.38126015
BLSA	1802	-0.545639525	-0.078026521	-0.059868867	-0.316509673	-0.298341625	-0.524947237	0.266716858	-0.05007859	-0.293106759	0.381067129	-0.226492065	0.035657805	-0.050509472	-0.278512859	-0.267572094	0.081936541	-0.216413989	-0.304101216	-0.083863874	-0.139195005	-0.030284192	-0.033060392	0.387206418	0.833791839	0.029727847
BLSA	1805	-0.484393172	-0.289826853	-0.108010614	-0.923634684	0.084736085	-0.335424721	-0.535175466	0.098298155	-0.118144859	0.078152856	-0.144677657	0.153391536	-0.021902573	-0.291138652	-0.273032663	-0.142336439	-0.213850917	-0.069521872	-0.210927474	-0.223785516	-0.086625556	-0.298405407	-0.159485083	0.991542857	-0.197610764
BLSA	1838	0.386519437	0.055202956	-0.080357583	0.121421872	-0.104732983	-0.668220159	0.499008027	0.173075282	-0.197049915	0.047273131	0.01961523	0.094143291	-0.116731512	-0.41095883	-0.063979273	0.029645959	-0.085488048	0.080217051	-0.161347358	-0.087866901	0.127116197	-0.048982203	0.198504474	-0.055538498	-0.194103691
BLSA	1839	-0.012758881	0.176010632	-0.006011344	-0.13775461	-0.110929715	-0.238195056	0.225940842	0.150167517	-0.042926617	-0.091426649	-0.105968299	0.295278344	-0.193993623	-0.052442309	-0.226953443	0.099720614	-0.195223929	0.2008152	-0.028654503	-0.334080728	0.235896378	-0.17430278	0.243990195	0.838434117	-0.029912727
BLSA	1840	-0.751348911	0.283988534	-0.137814619	0.296172734	-0.061352128	0.314711911	-0.331043798	-0.168778085	-0.22983034	0.008341645	-0.141663832	0.064234006	-0.068999142	-0.025970166	-0.333752447	-0.102856951	-0.099496865	0.078866238	0.0540432	-0.202564256	-0.047655504	-0.20596898	0.441545096	0.292805418	0.039861698
BLSA	1883	0.070942739	-0.135381622	0.005864176	0.121530619	0.102600404	0.142889402	-0.094037682	0.023913436	-0.243644363	-0.020099137	-0.142324332	-0.226731187	-0.148369487	0.022921745	-0.217385291	-0.078927223	-0.16269988	0.039571131	-0.090529375	-0.118866957	-0.043390034	-0.188163132	-0.035807869	-0.200543876	0.054378493
BLSA	1889	-0.699681786	0.027729243	-0.028923716	-0.227335419	-0.11664025	-0.112661088	-0.332365829	-0.254780619	-0.026105094	0.12828291	-0.067386415	-0.019758141	-0.075014361	-0.454336233	-0.231460828	0.059763074	-0.069523224	-0.100675723	0.062730046	-0.169309422	0.068583964	-0.302159657	0.186412441	0.286864115	0.115640704
BLSA	1924	0.102652594	0.13487432	-0.085828956	-0.122370565	-0.062798263	0.033947652	0.090434089	0.294710219	0.012557865	-0.285198214	-0.032041244	0.318905971	-0.055398891	-0.012214845	-0.054634464	-0.024520246	-0.086465289	-0.172265356	-0.115335844	-0.055264961	-0.013745977	0.07261454	0.045944837	0.291248632	-0.150315507
BLSA	1961	-0.447872455	-0.416630322	-0.001132882	-0.512886414	0.000858282	0.097485191	-0.258893711	-0.92043533	0.094603075	-0.071933451	-0.019262593	-0.047508978	-0.036315723	0.255238107	-0.097059691	0.172008345	-0.126661442	-0.265971429	0.117621546	-0.095935309	0.010031619	-0.126394778	0.173179106	0.027526224	0.353895289
BLSA	2000	-0.39498745	-0.216563616	-0.102432693	-0.009217512	0.012178576	0.372207173	-0.466888048	-0.458056953	-0.035383154	0.612398759	-0.083653133	-0.16036728	-0.188794045	0.025992893	-0.136047612	0.072899045	-0.134248006	-0.162566425	0.046944184	-0.099973239	-0.060612993	-0.071779224	0.201456129	0.306688626	0.917786672
BLSA	2020	0.149128243	0.305338706	0.060745386	0.084116686	0.170761884	-0.019970355	-0.0130961	0.147790356	-0.023108993	-0.155211112	0.146730452	-0.242182516	0.07439592	0.078776165	0.140949962	0.08082398	0.200788717	0.076901955	-0.064537845	0.080635878	-0.028568124	0.132545373	0.106317768	-0.644293902	0.032097279
BLSA	2037	-0.343794326	0.7408971	0.149474052	0.273945508	0.025428431	-0.175316145	0.05156351	-0.532893369	0.039830957	0.672454178	0.006519825	-0.184591301	-0.164751278	0.544732089	-0.14676589	0.232246494	-0.007405896	-0.122585318	-0.140680315	-0.0602177	0.280070405	0.046156125	0.047945476	-0.465658478	0.381730924
BLSA	2066	-0.286309243	0.094553798	0.072582856	-0.200399329	-0.077981095	-0.174303171	-0.264750148	-0.104273734	-0.050250298	-0.106922237	-0.085627226	-0.074952664	-0.128676802	-0.176879	-0.053210552	0.0307332	-0.070875763	-0.024018428	-0.019578367	-0.052377245	-0.041164264	-0.067332529	0.064093467	0.014538766	-0.053372943
BLSA	2069	-0.21346276	-0.072224805	0.123573614	-0.142925774	0.17428872	0.138514677	-0.032939447	-0.524903701	0.305057235	0.42508884	0.216640629	-0.118759026	0.061591816	-0.03987228	0.112456941	0.302472696	0.024550298	0.204984317	0.085987107	0.025917873	0.240963662	0.102449395	0.489069872	-0.477714174	0.190343316
BLSA	2093	0.077811548	-0.192949248	-0.071519617	0.219765086	-0.224132135	-0.052707897	-0.078958484	0.126422578	-0.100858899	0.005957959	-0.157263857	0.089634123	-0.171826774	-0.180508731	-0.03792595	-0.03088064	-0.113619932	-0.007783464	-0.101707032	-0.267869266	-0.077389095	-0.116678674	0.056288436	0.754354011	-0.030626178
BLSA	2102	0.47597728	0.244726862	0.521647199	0.164934676	0.436688749	0.479734739	0.423181532	-0.497368373	0.266526969	0.592967556	0.399973062	-0.422163637	0.352747892	0.143088072	0.609630317	0.172768067	0.406057224	-0.008216095	0.205491319	0.49516127	-0.067165862	0.247072062	0.109529728	-1.745558262	-0.134326764
