FID	IID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
BLSA	745	0.489777073	0.114071812	0.390409031	0.295057566	-0.203431182	0.361385003	-0.326764411	-0.201729494	0.153552527	-0.544127243	-1.064640554	0.180212551	-0.767042907	0.406611435	0.128149241	0.474226038	-0.459691863	0.418984698	0.050739273	-0.847735115	0.035596267	1.013104497	0.358228451	0.595378184	-0.42579127
BLSA	827	0.067860809	-0.16074811	0.446325308	0.273395669	-0.18356674	-0.010898886	-0.387501427	-0.199317066	0.526354668	-1.001384706	-0.47443444	0.201423733	0.389380935	0.315307188	0.178124134	0.028746712	-0.158215245	0.275499534	0.203925256	-0.72173422	0.221499705	-0.068150686	0.343905639	0.106668199	-0.391942433
BLSA	1556	0.300527779	0.346423534	0.20934374	-0.128572564	-0.099950039	0.510369372	0.123757715	0.240881738	0.076907205	-0.380512696	0.037940742	0.14165661	-0.062275205	-0.301688472	0.10659017	0.214160684	-0.166486749	-0.005114507	0.219826308	0.267747855	-0.087308002	0.248476981	0.368949036	0.354147759	-0.475056449
BLSA	1579	-0.246912149	-0.177110933	-0.237062746	-0.288455874	-0.08502643	-0.143058569	0.022060445	0.092828662	-0.040333489	-0.193590469	-0.113956633	-0.100108946	-0.094286347	0.036531241	-0.151509119	-0.336528468	-0.17716375	-0.164949654	-0.202728013	0.093019446	-0.19316904	-0.167726948	-0.285094051	-0.374940047	0.056872692
BLSA	1595	0.025287536	-0.987257921	0.482639228	0.506275079	-2.239848771	-1.767892457	NA	0.534225674	-1.282839429	-0.226205627	-0.812352818	1.051328819	-0.47539357	NA	0.001953194	0.71415712	NA	-0.388379591	0.282820586	-0.12615257	0.639994762	-1.444020633	-0.228973497	-0.87382543	0.751916026
BLSA	1603	-0.068552051	-0.054215614	-0.179748069	0.042718357	0.317592833	0.021486129	0.283555123	-0.335092103	-0.305285985	0.838005445	0.45913489	-0.061943751	-0.126104855	-0.072993583	-0.097641819	-0.013575705	0.18727202	-0.092011206	0.007779622	0.046770741	0.005652469	-0.02010214	-0.117717496	-0.186117728	0.208389143
BLSA	1640	0.135059826	0.198059827	-0.061774215	0.088853464	-0.195720269	-0.198555836	0.184377144	0.103395643	-0.058407855	-0.221729357	-0.122917681	0.092867276	0.09317141	-0.203161501	0.121422278	0.083165192	0.262963832	-0.084803601	0.092206109	0.062935652	0.066517348	-0.018453196	0.151986671	0.177848777	-0.042298704
BLSA	1775	-0.354769445	-0.085129272	0.080041452	0.006207943	-0.574013744	0.013326762	-0.845292102	-0.591747392	0.182855781	0.150616408	-0.191570452	-0.009135341	0.756302088	-0.254457616	-0.187387294	-0.069811272	-0.112482152	-0.087760966	-0.120893363	-0.097774638	-0.186572793	-0.436934186	-0.018117729	-0.189603344	0.35498596
BLSA	1802	0.019158276	0.142091521	-0.17872252	-0.233386595	0.735827869	0.221196277	-0.111986807	0.099437997	-0.134770214	0.662786777	0.192163567	-0.175520957	-0.114105637	-0.153563502	0.069880833	-0.138252752	0.069295569	-0.023543255	-0.217581339	0.088097998	-0.278660706	0.248385381	-0.028889705	-0.106461519	0.049249812
BLSA	1805	-0.235702094	-0.204653296	-0.263454032	-0.255102552	0.542985092	0.16091863	0.235688243	-0.250028875	-0.106069887	0.951245021	0.553186156	-0.209152863	-0.480363594	-0.009939704	-0.111043561	-0.192425918	0.105178283	0.098436242	-0.169768207	0.095509328	-0.156630754	-0.204424362	-0.145093204	-0.22855869	0.516757752
