FID	IID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
BLSA	745	-0.8727993	0.667831258	-0.304220456	-0.184679822	-0.1101237	0.649398502	-0.113343902	2.116946946	0.339154273	-0.320272588	0.136897706	0.059992411	0.047700997	-0.458875156	0.359033259	0.665252066	0.392028842	0.250884518	0.199985456	0.085245938	0.630543019	0.24679034	-0.144597554	0.73725921	0.360481298
BLSA	827	-0.92169589	1.652082513	-0.071990896	0.622620819	-0.311988366	0.203710105	-0.459613993	1.668570446	-0.500998615	0.081730689	-0.126713969	-0.276788619	-0.168831535	-0.143418402	0.302928817	0.637332438	0.255846595	-0.011864772	0.121583227	0.05708656	0.633039457	-0.051944094	0.892727871	0.471584641	0.139356474
BLSA	1556	-0.201705627	0.019079449	0.095322312	0.559310626	-0.09131267	0.069942607	-0.621139846	0.310102179	0.313766284	0.348981327	0.493112515	-0.081188603	0.141061649	-0.255502928	-0.003004554	0.149405685	-0.087755526	-0.076574254	0.209399891	0.136461783	0.084017173	0.221535943	0.139198871	0.493864288	-0.258051463
BLSA	1579	-0.009439186	0.062748469	0.086240371	-0.122115646	0.088074294	-0.279259991	0.588015858	0.016516801	-0.14537713	-0.329431179	-0.269947023	0.063023085	-0.254604355	0.059297346	-0.148523547	-0.550871226	-0.050307297	0.013091085	-0.238170062	-0.255771092	-0.113962128	-0.138102306	-0.326649854	0.167550794	-0.188313744
BLSA	1595	-0.097775336	-1.718224378	-2.14144241	-0.080201119	-0.2515458	0.504799246	-0.2643331	0.177250456	-1.346161095	-0.07338677	0.300986645	-0.26296211	-0.850686057	-0.834596957	0.253309482	-0.126740843	-0.425581998	0.76082968	-0.911824606	-0.02155983	0.428893642	-0.570990467	-0.102195713	-0.352790548	0.659295469
BLSA	1603	0.378539783	-0.166308842	0.487705715	-0.647806114	0.018799041	0.122804757	0.235640984	-0.8297735	0.005264406	0.044965556	0.099278135	-0.041392009	0.057403912	0.344586958	-0.051596075	-0.345839141	-0.060513714	0.346398985	-0.053917829	0.08266893	-0.455094804	0.108489833	-0.221361993	-0.426069625	-0.018256234
BLSA	1640	-0.235116299	-0.206752102	0.419154171	0.864190463	0.095200448	0.18432599	-0.174189259	-0.461841277	0.194697363	-0.00314222	-0.023812258	0.007679851	-0.017473752	-0.048953916	0.065823062	-0.02189192	0.170316711	-0.074968625	-0.006922556	0.042226838	-0.069077578	-0.018136942	0.125036976	0.527110134	0.157913936
BLSA	1775	-0.077041958	0.031499225	-0.612898967	0.023511397	-0.753680351	-0.31867601	-0.711940733	0.574074095	-0.281628332	0.016712545	-0.495855656	-0.422932427	-0.394790049	0.120120004	-0.127163557	-0.071899553	-0.455584312	-0.406406372	0.164830364	0.005591907	0.471977672	-0.2908235	1.328930992	-0.799020674	-0.252419468
BLSA	1802	0.316249669	-0.304519579	0.653482508	-0.671104754	0.004039951	-0.016735454	0.082276541	-0.778604783	0.19784379	-0.085476448	-0.117670393	0.0789679	0.0963128	0.198933095	-0.082081487	0.030001207	0.143309411	-0.207703258	0.147712301	-0.025223394	-0.243406952	0.171128289	-0.391477871	-0.32427634	-0.115267292
BLSA	1805	0.613829664	-0.217466639	0.484583663	-1.091836503	0.176351746	-0.166524933	0.382108975	-0.464672837	-0.017003784	-0.299297534	0.239570401	0.15062514	0.117371341	0.50795405	-0.136930849	-0.514362409	-0.068660174	0.151973573	-0.150401556	-0.116790336	-0.42331045	-0.009563852	-0.619448672	-0.41867964	-0.099572443
