FID	IID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
BLSA	745	0.015415664	0.798562746	-0.173567447	0.329828221	0.038125028	-1.999301995	0.445142926	-0.099279208	-0.498707984	0.938542755	0.303241117	-0.704718999	0.412572853	0.147434141	-0.130038638	0.100000935	0.558348789	0.24557128	-1.058525612	0.847550759	0.076402433	0.342040197	-0.66582059	1.165881697	0.542513777
BLSA	827	0.181309419	0.015181623	-0.038333813	0.293616567	-0.296966343	-0.992784113	0.186539677	0.174572877	-0.335856786	-0.213680161	0.203070492	-0.11982171	-0.444997617	-0.091975206	-0.2555243	-0.574280543	0.374263068	-0.068647334	-0.486497483	0.525374455	0.260961038	-0.065489652	0.040302739	0.024595171	0.143097388
BLSA	1556	-0.402934216	-0.323183016	-0.056791787	0.038569045	-0.13277113	-0.61665689	-0.028860681	-0.120721683	0.050357889	-0.377162707	-0.050586479	-0.161021667	-0.207442172	0.178892319	-0.023311527	0.189006635	0.000983551	0.06508839	-0.014510344	-0.48541577	-0.145520844	0.098526047	0.495926584	-0.08498892	0.147416602
BLSA	1579	-0.086342854	0.355529105	-0.147032802	-0.261372222	-0.325598247	0.428561467	-0.126347346	-0.302903172	-0.097926697	0.617364937	-0.2669804	0.000716067	0.274022792	-0.234289776	-0.097912133	-0.219153896	-0.344520456	-0.18330628	0.254761652	-0.254375786	-0.133164906	-0.246617837	0.47874047	0.328093959	-0.366931173
BLSA	1595	0.434208296	0.560171279	-0.074228878	-0.169567853	NA	-0.676720286	-1.220120848	0.687615561	0.789509058	0.015859503	-0.11108349	-0.401348004	0.79496081	0.331727453	-0.790736163	1.037512726	0.655840664	-0.331370785	-0.343357362	0.751206318	0.20066956	0.162080589	-0.618414529	0.396266736	0.239157843
BLSA	1603	0.21446188	-0.24746423	0.214111578	-0.156776447	0.078620382	0.7944738	-0.043042071	0.381563205	0.200208679	0.056011429	-0.088846813	0.281783334	0.065023306	0.058246612	0.046529467	0.10510048	-0.156068646	0.047855477	0.016115847	-0.088865776	0.046584634	-0.042240026	-0.31556335	-0.457751641	-0.117301323
BLSA	1640	-0.110601053	-0.56204819	0.005554959	0.020001646	0.175120653	-0.130946693	0.082092181	-0.145515574	-0.008303491	-0.43688246	-0.031186699	-0.234751418	-0.133017505	-0.019324028	0.161891918	0.113126406	-0.038661688	0.183072268	0.195720875	-0.295462764	0.232320204	0.10387098	0.526482101	-0.204303821	0.14277621
BLSA	1775	-0.310197864	0.331341053	-0.021264076	0.075459666	-0.135384969	0.077644173	-0.458648417	0.198139766	-0.123389302	-0.283208899	0.037756736	0.334333055	-0.380599169	-0.055349241	-0.297911336	-0.576088554	0.174908595	-0.070901143	-0.085239635	0.185855488	-0.158305026	0.082095676	-0.346913687	-0.318301713	-0.274532249
BLSA	1802	-0.059587092	0.016527002	0.153665705	-0.096551849	0.205016629	0.70559825	0.257533629	-0.068605304	0.044005992	-0.096294754	0.003251851	0.49884493	0.405253859	-0.022805002	0.144133363	-0.222373998	-0.005502445	-0.018788399	0.259308477	-0.085261659	-0.286127203	-0.143631192	-0.165891336	-0.228283092	-0.15439882
BLSA	1805	0.135360758	-0.136319761	0.164391346	-0.264050985	-0.025177343	1.232390745	-0.199917354	0.19859866	0.393395749	0.402843699	-0.137285265	0.339386077	0.019211436	0.065358607	-0.032010523	0.039071586	-0.184081916	-0.03897612	0.252343855	-0.012851541	-0.469802219	-0.146206287	-0.303349062	-0.477457879	-0.340421455
BLSA	1838	-0.276604531	0.265620887	0.011047773	0.038242491	-0.048753051	-0.262846249	0.169235828	-0.132600812	-0.24703102	0.179554099	0.180294635	-0.0137729	0.393280027	0.050456535	0.055901682	-0.344733723	0.014527921	-0.061168274	-0.274879855	-0.238537235	-0.455914177	-0.142990553	-0.072041208	0.276267686	-0.187471676
BLSA	1839	-0.056616014	0.104348258	0.100444539	-0.137734559	0.185128881	0.707440644	0.272726153	0.104718685	-0.046411184	0.599219077	-0.08860728	0.134845679	0.392722163	-0.006306109	0.261138459	-0.158891775	-0.195752594	0.179385751	-0.021214507	-0.057148675	-0.346553704	0.090708501	-0.073911073	0.205946958	-0.179311654
BLSA	1840	0.082719759	0.06562244	0.107803352	-0.019885229	0.028113165	0.477355085	0.058627212	-0.098912836	-0.116896489	0.464245986	-0.196644333	0.179637236	-0.115382761	-0.00565527	-0.017893328	-0.019341973	-0.172376955	-0.054804905	0.00070313	0.021820492	0.165828524	0.007169122	-0.003204079	-0.072819219	0.224449845
BLSA	1883	0.227673181	0.131955919	-0.153293223	-0.042569736	-0.003059344	0.191967167	-0.134734224	-0.224483184	-0.028187385	0.312887936	-0.036437338	0.230444053	0.088007996	-0.139907589	-0.072964206	0.008044087	-0.077024475	-0.127440348	-0.102109595	-0.051853164	0.060785236	-0.107195084	-0.223747476	0.337619545	-0.059347323
BLSA	1889	0.027446383	-0.05066407	-0.02372714	-0.022276349	0.007450447	0.722230343	0.121059558	-0.10746646	0.023677949	0.052645694	-0.045320933	0.322503829	0.06802284	-0.138135267	0.143101599	0.045865856	-0.287943203	0.036700933	0.15233826	-0.100662319	0.039005117	-0.036054392	-0.428235959	-0.217959086	-0.163961787
BLSA	1924	-0.243807444	0.081681264	0.016402577	-0.105243596	0.062453399	0.217892774	-0.012845342	0.025261604	-0.267225981	1.063762988	-0.148185891	0.027026156	0.291044911	-0.082288642	0.059650559	0.023578352	-0.112652935	-0.139822663	-0.285865617	-0.04214063	-0.136284649	-0.041958147	0.319317178	0.501607528	-0.084371429
BLSA	1961	0.296553952	-0.543023449	0.200974744	-0.075652233	0.176399438	0.624276294	0.221459081	0.03846162	0.204042029	-1.004023961	0.069567987	0.362785355	0.253610221	0.217707137	0.285499873	0.262152767	-0.005489345	0.120967173	0.230238928	-0.29317418	0.204651627	-0.012103784	-0.306589406	-0.583198683	-0.023026925
BLSA	2000	0.052598838	-0.374469335	-0.133657394	0.019223963	0.073772943	0.930808686	-0.001951922	0.078674498	0.155352183	-0.55769	0.048195538	-0.292206893	-0.468288558	-0.048411793	0.103360457	-0.127074849	-0.179721102	0.255447138	0.605955877	-0.10611299	0.11780427	-0.045698204	0.010743998	-0.408833746	-0.115939378
BLSA	2020	-0.212988904	0.161046659	-0.048965567	0.128350874	-0.150097591	-0.704852895	0.028169867	-0.18007647	-0.158062183	0.213418417	0.118354179	-0.3200737	-0.373737748	-0.060195702	-0.070853658	0.116318945	0.039177658	-0.13820423	-0.204047576	0.186745781	0.13557754	-0.006698517	0.359582572	0.284148506	0.020850783
BLSA	2037	0.095329885	-0.346670261	0.024207748	0.000679279	-0.062518227	-0.092782623	0.18684026	-0.163355879	-0.114341339	-0.236172001	0.009553322	-0.072738447	-0.746638313	-0.052142681	0.123879233	-0.022765264	-0.132440228	-0.195056892	0.489046511	-0.328771908	0.146493337	0.037510664	0.18708126	-0.094847305	0.019995706
BLSA	2066	0.023717806	-0.110042018	-0.040147821	-0.104495846	-0.022479445	0.141127167	-0.01875098	-0.092599256	-0.110922354	-0.146540451	-0.098428019	0.215942251	0.05559083	-0.015210758	0.147670685	0.010768737	-0.202264691	0.027694631	0.116442102	-0.093848534	0.22553451	-0.017880965	-0.076105212	-0.172783383	-0.032600404
BLSA	2069	-0.020942925	-0.462115627	0.196184253	0.07507848	0.154644838	-0.62266691	0.310526731	-0.020115615	-0.01953567	-0.446462636	0.073941177	-0.273973104	-0.587989668	-0.032473613	0.375976939	0.039179876	0.035792604	0.236107431	0.311868876	-0.266306698	0.027950133	0.2071543	0.75499498	-0.339177156	0.118058581
BLSA	2093	0.009699455	0.231115701	-0.278953944	-0.082879195	-0.09856704	0.74569936	-0.107760649	-0.188047818	0.019348522	0.516332331	-0.06159869	0.007647555	0.009134316	-0.021846763	-0.196485366	-0.022678101	-0.379707171	0.046087592	0.214428698	0.051422386	-0.136558737	-0.075214268	-0.24140367	0.342456337	-0.146552938
BLSA	2102	-0.015872379	0.037296021	-0.004824685	0.520005865	0.116526925	-1.897907303	0.013026731	0.057076798	0.292899815	-1.634570819	0.313964596	-0.341468737	-0.064364849	-0.023505367	0.076906946	0.197655288	0.620365	-0.015490692	-0.223025503	0.230813951	0.327663301	-0.001177167	0.668018755	-0.202178478	0.647851798
JHU	384	0.285947009	-0.17942801	-0.183055876	-0.076140404	0.099934791	0.349929403	-0.066995902	0.055330374	0.141190105	0.461328752	-0.11888897	0.11299178	-0.147843661	-0.097524362	0.110130156	0.026256161	-0.003901417	-0.041189221	0.073977259	-0.020425342	-0.157074418	0.106348108	-0.094053387	-0.072154207	-0.059639603
JHU	705	0.083188949	-0.136233785	0.185731109	-0.249959495	0.027697124	1.031948066	-0.160307774	0.233770773	0.098002217	-0.16988228	0.06141534	-0.212936066	0.142989504	-0.037876098	-0.054080234	-0.107664913	-0.088823229	0.128761527	0.189432458	0.084339374	-0.158932843	-0.000466904	-0.545885345	-0.287173556	-0.178187879
JHU	710	0.272324951	0.219812528	-0.092599371	0.022010206	0.220372096	0.059762743	0.0021145	0.026671768	0.060222349	0.059268562	-0.050793347	0.133326867	-0.135646368	0.140326486	0.068137982	0.227749171	-0.094335121	0.066977254	0.129434641	0.052294641	0.12975675	0.186701914	-0.11050721	-0.117432973	0.108343051
