FID	IID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
BLSA	745	0.122051274	-0.006534318	0.233309308	0.448022526	-1.544969974	0.402937004	0.157950535	-0.292012185	-0.197090981	-0.563130579	0.361310034	0.368788605	0.365341821	-0.114286389	-0.271918354	0.530082517	0.477613015	0.138963105	0.094942443	0.187087975	0.076740848	0.267172588	0.302408881	0.342825007	0.256711543
BLSA	827	0.054324612	0.260618568	-0.226255361	0.158448946	-0.583706318	0.379612469	0.075023593	-0.078464306	0.699992501	-0.51112004	0.349766673	-0.094962387	0.338833687	-0.452254505	0.196362399	0.380035594	-0.036351907	0.006988233	-0.190155517	-0.138301951	-0.106976754	-1.0121334	0.20425439	-0.036493271	0.088070092
BLSA	1556	0.164873601	-0.048733232	0.183352298	0.275375089	0.019706881	0.061685533	0.038088388	0.205880323	0.461912372	0.08458688	0.039807697	-0.083019138	0.191257859	0.176638288	0.193462996	-0.244302816	0.234739571	-0.124045095	0.300113704	-0.227916219	0.347378723	-0.223144675	-0.242576347	0.193764567	0.139322239
BLSA	1579	-0.256532743	-0.059318991	-0.228491578	-0.196647249	0.609139229	0.04184953	-0.033996996	0.186279674	0.159024542	-0.115474722	-0.228476872	0.053446914	-0.24747426	0.104612419	-0.409325366	-0.152877778	-0.317786992	-0.235630062	0.048017633	-0.26895801	-0.135322556	-0.176174984	-0.282251171	-0.218382269	0.410998924
BLSA	1595	0.57472825	0.891978453	0.206907112	-0.956071291	-0.547283831	-0.529135407	0.056036095	-0.437269831	-2.251813098	0.429362051	-0.158015234	0.118765852	-0.165522976	0.687658836	-0.620654284	0.697983846	-0.386309278	0.560926926	0.139393494	0.648803476	-2.251869971	-0.508312267	0.733981374	0.693664777	0.697036152
BLSA	1603	-0.117055135	-0.035059507	0.021640676	-0.1250287	-0.130200592	-0.005586266	-0.083141226	-0.122187817	-1.056218035	0.357851471	-0.092163406	-0.146220919	-0.072207439	-0.094292512	-0.386046095	0.024178359	-0.046628542	-0.062317787	-0.321721379	0.054209664	-0.027392791	0.738379978	-0.007221275	0.000487999	-0.080726251
BLSA	1640	0.04614648	-0.130582733	0.171027851	-0.008451659	0.40911705	-0.022157045	0.014144045	0.393268633	-0.633306089	0.149696781	0.277078631	0.069383822	0.156496305	0.154069872	-0.093023965	0.004229633	0.030647	-0.03610713	0.000564416	0.36152897	0.030186131	-0.442883152	0.136988571	-0.076072268	-0.148043772
BLSA	1775	-0.013599564	0.101802684	-0.458775661	-0.124945815	-0.292586776	0.094144221	-0.0897033	-0.46289151	0.198889141	-0.316220275	-0.310238614	-0.287732866	0.408169501	-0.227181865	0.303964168	0.247945678	-0.310817062	0.223038779	0.064922361	-0.438729618	-0.180695896	-0.400291212	-0.241502729	0.088941488	0.029483007
BLSA	1802	-0.18281213	-0.253801918	-0.029597019	0.171460806	0.240546914	0.145515904	-0.00235807	-0.299446093	0.408338001	0.223713699	-0.145064762	0.032049841	-0.185414279	0.107410373	0.045024403	-0.187009092	-0.047957504	-0.106443747	-0.061376188	-0.063696635	0.449838921	0.633706114	0.002443724	-0.081929489	-0.128188234
BLSA	1805	-0.227631968	-0.204522092	-0.094506891	-0.136139753	0.430836091	-0.000742918	-0.262862358	-0.078384145	-1.24586079	0.095470893	-0.092732495	-0.132133103	-0.094736034	-0.126547766	-0.304679197	-0.291017678	-0.093212574	-0.13339209	-0.336585758	-0.143187104	-0.050270258	0.699953658	-0.184635	-0.168261687	0.18082322
